Quarter,Department,Location,Category,Budgeted_Amount,Actual_Spending
Q2 2023,Marketing,Austin,Salaries,521547,940901
Q2 2023,Marketing,Austin,Office Supplies,873638,985743
Q2 2023,Marketing,Austin,Travel,70274,1063927
Q2 2023,Marketing,Austin,Training,134541,356231
Q2 2023,Marketing,Austin,Equipment,54947,485205
Q2 2023,Marketing,Austin,Utilities,678894,15941
Q2 2023,Marketing,Austin,Miscellaneous,195692,330857
Q2 2023,Marketing,Austin,Marketing,49874,820847
Q2 2023,Marketing,Austin,Consulting,574996,718911
Q2 2023,Marketing,Austin,Maintenance,75553,290396
Q2 2023,Marketing,Austin,Software Licenses,593632,575479
Q2 2023,Marketing,Austin,Healthcare,836570,143570
Q2 2023,Marketing,Austin,Security,710662,240747
Q2 2023,Marketing,Austin,Catering,572926,611799
Q2 2023,Marketing,Austin,Transportation,79249,865082
Q2 2023,Marketing,Austin,Legal Fees,893297,753713
Q2 2023,Marketing,Miami,Salaries,528007,884894
Q2 2023,Marketing,Miami,Office Supplies,679250,568460
Q2 2023,Marketing,Miami,Travel,471452,825055
Q2 2023,Marketing,Miami,Training,430725,596246
Q2 2023,Marketing,Miami,Equipment,43534,1033364
Q2 2023,Marketing,Miami,Utilities,496518,574484
Q2 2023,Marketing,Miami,Miscellaneous,617529,1081288
Q2 2023,Marketing,Miami,Marketing,413003,514476
Q2 2023,Marketing,Miami,Consulting,127209,491713
Q2 2023,Marketing,Miami,Maintenance,443061,1093763
Q2 2023,Marketing,Miami,Software Licenses,190004,982269
Q2 2023,Marketing,Miami,Healthcare,617412,279452
Q2 2023,Marketing,Miami,Security,616947,634337
Q2 2023,Marketing,Miami,Catering,165134,2719
Q2 2023,Marketing,Miami,Transportation,76713,829827
Q2 2023,Marketing,Miami,Legal Fees,743623,141489
Q2 2023,Marketing,Denver,Salaries,489972,34098
Q2 2023,Marketing,Denver,Office Supplies,978965,234525
Q2 2023,Marketing,Denver,Travel,76418,277400
Q2 2023,Marketing,Denver,Training,985176,825156
Q2 2023,Marketing,Denver,Equipment,129232,811472
Q2 2023,Marketing,Denver,Utilities,953336,350325
Q2 2023,Marketing,Denver,Miscellaneous,521551,272172
Q2 2023,Marketing,Denver,Marketing,164038,808918
Q2 2023,Marketing,Denver,Consulting,991049,537008
Q2 2023,Marketing,Denver,Maintenance,931491,646852
Q2 2023,Marketing,Denver,Software Licenses,169383,162098
Q2 2023,Marketing,Denver,Healthcare,819007,205022
Q2 2023,Marketing,Denver,Security,326996,322043
Q2 2023,Marketing,Denver,Catering,259722,543101
Q2 2023,Marketing,Denver,Transportation,133079,892441
Q2 2023,Marketing,Denver,Legal Fees,203053,497209
Q2 2023,Operations,New York,Salaries,601530,726535
Q2 2023,Operations,New York,Office Supplies,179589,980813
Q2 2023,Operations,New York,Travel,504238,263501
Q2 2023,Operations,New York,Training,30257,703860
Q2 2023,Operations,New York,Equipment,481488,131678
Q2 2023,Operations,New York,Utilities,436423,624231
Q2 2023,Operations,New York,Miscellaneous,145353,549666
Q2 2023,Operations,New York,Marketing,324390,665756
Q2 2023,Operations,New York,Consulting,264579,597622
Q2 2023,Operations,New York,Maintenance,230947,797361
Q2 2023,Operations,New York,Software Licenses,232758,457410
Q2 2023,Operations,New York,Healthcare,616645,197918
Q2 2023,Operations,New York,Security,158732,798828
Q2 2023,Operations,New York,Catering,923588,590443
Q2 2023,Operations,New York,Transportation,932011,538062
Q2 2023,Operations,New York,Legal Fees,728955,487449
Q2 2023,Operations,San Francisco,Salaries,609095,857434
Q2 2023,Operations,San Francisco,Office Supplies,439755,75242
Q2 2023,Operations,San Francisco,Travel,903385,677978
Q2 2023,Operations,San Francisco,Training,139563,134526
Q2 2023,Operations,San Francisco,Equipment,784066,558846
Q2 2023,Operations,San Francisco,Utilities,507047,128109
Q2 2023,Operations,San Francisco,Miscellaneous,706552,691088
Q2 2023,Operations,San Francisco,Marketing,998899,514444
Q2 2023,Operations,San Francisco,Consulting,911229,185481
Q2 2023,Operations,San Francisco,Maintenance,327032,404352
Q2 2023,Operations,San Francisco,Software Licenses,598897,148078
Q2 2023,Operations,San Francisco,Healthcare,796509,1092939
Q2 2023,Operations,San Francisco,Security,773800,1067737
Q2 2023,Operations,San Francisco,Catering,254973,550904
Q2 2023,Operations,San Francisco,Transportation,284097,235095
Q2 2023,Operations,San Francisco,Legal Fees,995423,617567
Q2 2023,Operations,Chicago,Salaries,377826,27619
Q2 2023,Operations,Chicago,Office Supplies,515257,1041601
Q2 2023,Operations,Chicago,Travel,855321,9598
Q2 2023,Operations,Chicago,Training,680181,681303
Q2 2023,Operations,Chicago,Equipment,431783,836927
Q2 2023,Operations,Chicago,Utilities,116374,534503
Q2 2023,Operations,Chicago,Miscellaneous,550148,635293
Q2 2023,Operations,Chicago,Marketing,677555,1067546
Q2 2023,Operations,Chicago,Consulting,602763,17059
Q2 2023,Operations,Chicago,Maintenance,485090,285043
Q2 2023,Operations,Chicago,Software Licenses,874698,1014095
Q2 2023,Operations,Chicago,Healthcare,677787,1092523
Q2 2023,Operations,Chicago,Security,888164,75080
Q2 2023,Operations,Chicago,Catering,290227,369721
Q2 2023,Operations,Chicago,Transportation,743406,391303
Q2 2023,Operations,Chicago,Legal Fees,844804,77015
Q2 2023,Operations,Dallas,Salaries,649074,529949
Q2 2023,Operations,Dallas,Office Supplies,962568,262768
Q2 2023,Operations,Dallas,Travel,533101,297308
Q2 2023,Operations,Dallas,Training,32598,345343
Q2 2023,Operations,Dallas,Equipment,506934,514860
Q2 2023,Operations,Dallas,Utilities,783239,225202
Q2 2023,Operations,Dallas,Miscellaneous,618394,568011
Q2 2023,Operations,Dallas,Marketing,290226,926223
Q2 2023,Operations,Dallas,Consulting,816673,502654
Q2 2023,Operations,Dallas,Maintenance,228286,691000
Q2 2023,Operations,Dallas,Software Licenses,438785,402192
Q2 2023,Operations,Dallas,Healthcare,12745,296473
Q2 2023,Operations,Dallas,Security,813461,669101
Q2 2023,Operations,Dallas,Catering,145097,526757
Q2 2023,Operations,Dallas,Transportation,233732,1023736
Q2 2023,Operations,Dallas,Legal Fees,910827,307803
Q2 2023,Operations,Boston,Salaries,670648,707243
Q2 2023,Operations,Boston,Office Supplies,614474,231302
Q2 2023,Operations,Boston,Travel,925044,521566
Q2 2023,Operations,Boston,Training,885200,302751
Q2 2023,Operations,Boston,Equipment,214030,391249
Q2 2023,Operations,Boston,Utilities,725238,313299
Q2 2023,Operations,Boston,Miscellaneous,567134,496455
Q2 2023,Operations,Boston,Marketing,339076,271655
Q2 2023,Operations,Boston,Consulting,149554,457095
Q2 2023,Operations,Boston,Maintenance,286555,1057280
Q2 2023,Operations,Boston,Software Licenses,445191,120835
Q2 2023,Operations,Boston,Healthcare,454761,266037
Q2 2023,Operations,Boston,Security,506518,287862
Q2 2023,Operations,Boston,Catering,341941,991047
Q2 2023,Operations,Boston,Transportation,315451,194508
Q2 2023,Operations,Boston,Legal Fees,921597,714966
Q2 2023,Operations,Los Angeles,Salaries,995762,785316
Q2 2023,Operations,Los Angeles,Office Supplies,285186,617598
Q2 2023,Operations,Los Angeles,Travel,578218,622907
Q2 2023,Operations,Los Angeles,Training,773944,1031449
Q2 2023,Operations,Los Angeles,Equipment,438629,931584
Q2 2023,Operations,Los Angeles,Utilities,769747,561391
Q2 2023,Operations,Los Angeles,Miscellaneous,225695,552541
Q2 2023,Operations,Los Angeles,Marketing,885315,896118
Q2 2023,Operations,Los Angeles,Consulting,296900,724609
Q2 2023,Operations,Los Angeles,Maintenance,54268,157637
Q2 2023,Operations,Los Angeles,Software Licenses,433430,520476
Q2 2023,Operations,Los Angeles,Healthcare,213943,1011713
Q2 2023,Operations,Los Angeles,Security,784204,270089
Q2 2023,Operations,Los Angeles,Catering,422818,626294
Q2 2023,Operations,Los Angeles,Transportation,709691,598318
Q2 2023,Operations,Los Angeles,Legal Fees,574189,680090
Q2 2023,Operations,Seattle,Salaries,363130,737464
Q2 2023,Operations,Seattle,Office Supplies,195488,505588
Q2 2023,Operations,Seattle,Travel,688556,217541
Q2 2023,Operations,Seattle,Training,391530,744566
Q2 2023,Operations,Seattle,Equipment,793058,1008336
Q2 2023,Operations,Seattle,Utilities,663784,845155
Q2 2023,Operations,Seattle,Miscellaneous,800289,330848
Q2 2023,Operations,Seattle,Marketing,242531,238269
Q2 2023,Operations,Seattle,Consulting,247693,758396
Q2 2023,Operations,Seattle,Maintenance,938486,530696
Q2 2023,Operations,Seattle,Software Licenses,995465,570755
Q2 2023,Operations,Seattle,Healthcare,920484,940789
Q2 2023,Operations,Seattle,Security,704650,928166
Q2 2023,Operations,Seattle,Catering,551719,863180
Q2 2023,Operations,Seattle,Transportation,872408,902295
Q2 2023,Operations,Seattle,Legal Fees,239360,1024495
Q2 2023,Operations,Austin,Salaries,345855,215401
Q2 2023,Operations,Austin,Office Supplies,508403,881450
Q2 2023,Operations,Austin,Travel,27385,377406
Q2 2023,Operations,Austin,Training,432374,684575
Q2 2023,Operations,Austin,Equipment,417235,937627
Q2 2023,Operations,Austin,Utilities,281783,280941
Q2 2023,Operations,Austin,Miscellaneous,86530,975307
Q2 2023,Operations,Austin,Marketing,756271,1053055
Q2 2023,Operations,Austin,Consulting,284707,489041
Q2 2023,Operations,Austin,Maintenance,957845,696002
Q2 2023,Operations,Austin,Software Licenses,378816,983712
Q2 2023,Operations,Austin,Healthcare,924280,987836
Q2 2023,Operations,Austin,Security,430660,447954
Q2 2023,Operations,Austin,Catering,987420,530783
Q2 2023,Operations,Austin,Transportation,402927,227612
Q2 2023,Operations,Austin,Legal Fees,730678,583587
Q2 2023,Operations,Miami,Salaries,346114,24182
Q2 2023,Operations,Miami,Office Supplies,244373,718383
Q2 2023,Operations,Miami,Travel,348697,453332
Q2 2023,Operations,Miami,Training,162779,1056140
Q2 2023,Operations,Miami,Equipment,171182,747056
Q2 2023,Operations,Miami,Utilities,718148,62636
Q2 2023,Operations,Miami,Miscellaneous,608167,17092
Q2 2023,Operations,Miami,Marketing,957331,912145
Q2 2023,Operations,Miami,Consulting,239260,1068176
Q2 2023,Operations,Miami,Maintenance,924159,57240
Q2 2023,Operations,Miami,Software Licenses,832291,417262
Q2 2023,Operations,Miami,Healthcare,972129,652609
Q2 2023,Operations,Miami,Security,839530,446821
Q2 2023,Operations,Miami,Catering,671611,1048368
Q2 2023,Operations,Miami,Transportation,647701,450867
Q2 2023,Operations,Miami,Legal Fees,787958,356442
Q2 2023,Operations,Denver,Salaries,331904,816996
Q2 2023,Operations,Denver,Office Supplies,48837,170373
Q2 2023,Operations,Denver,Travel,519349,130816
Q2 2023,Operations,Denver,Training,785838,169004
Q2 2023,Operations,Denver,Equipment,798968,121530
Q2 2023,Operations,Denver,Utilities,553829,506149
Q2 2023,Operations,Denver,Miscellaneous,80083,19581
Q2 2023,Operations,Denver,Marketing,969531,258306
Q2 2023,Operations,Denver,Consulting,559819,1080502
Q2 2023,Operations,Denver,Maintenance,271856,416594
Q2 2023,Operations,Denver,Software Licenses,367245,280827
Q2 2023,Operations,Denver,Healthcare,852887,554870
Q2 2023,Operations,Denver,Security,600032,820978
Q2 2023,Operations,Denver,Catering,778147,261961
Q2 2023,Operations,Denver,Transportation,655037,67066
Q2 2023,Operations,Denver,Legal Fees,792541,525144
Q2 2023,R&D,New York,Salaries,836700,336783
Q2 2023,R&D,New York,Office Supplies,757097,370641
Q2 2023,R&D,New York,Travel,842047,1069881
Q2 2023,R&D,New York,Training,607791,400569
Q2 2023,R&D,New York,Equipment,255346,558613
Q2 2023,R&D,New York,Utilities,948263,1093724
Q2 2023,R&D,New York,Miscellaneous,610996,727347
Q2 2023,R&D,New York,Marketing,716472,270217
Q2 2023,R&D,New York,Consulting,627759,731729
Q2 2023,R&D,New York,Maintenance,779513,135407
Q2 2023,R&D,New York,Software Licenses,158661,351933
Q2 2023,R&D,New York,Healthcare,686375,213428
Q2 2023,R&D,New York,Security,161081,112689
Q2 2023,R&D,New York,Catering,870741,262863
Q2 2023,R&D,New York,Transportation,389590,312267
Q2 2023,R&D,New York,Legal Fees,718406,963624
Q2 2023,R&D,San Francisco,Salaries,894093,1010402
Q2 2023,R&D,San Francisco,Office Supplies,682503,352853
Q2 2023,R&D,San Francisco,Travel,7154,1095481
Q2 2023,R&D,San Francisco,Training,678164,133757
Q2 2023,R&D,San Francisco,Equipment,960192,976123
Q2 2023,R&D,San Francisco,Utilities,65288,1849
Q2 2023,R&D,San Francisco,Miscellaneous,52195,578369
Q2 2023,R&D,San Francisco,Marketing,283725,460367
Q2 2023,R&D,San Francisco,Consulting,446864,1085910
Q2 2023,R&D,San Francisco,Maintenance,293231,287981
Q2 2023,R&D,San Francisco,Software Licenses,706290,430023
Q2 2023,R&D,San Francisco,Healthcare,165053,552366
Q2 2023,R&D,San Francisco,Security,594586,1047217
Q2 2023,R&D,San Francisco,Catering,833599,975487
Q2 2023,R&D,San Francisco,Transportation,731664,825526
Q2 2023,R&D,San Francisco,Legal Fees,437624,980813
Q2 2023,R&D,Chicago,Salaries,40499,5494
Q2 2023,R&D,Chicago,Office Supplies,388960,583238
Q2 2023,R&D,Chicago,Travel,446485,546644
Q2 2023,R&D,Chicago,Training,694919,574174
Q2 2023,R&D,Chicago,Equipment,246198,675067
Q2 2023,R&D,Chicago,Utilities,468535,773487
Q2 2023,R&D,Chicago,Miscellaneous,768285,1030421
Q2 2023,R&D,Chicago,Marketing,621635,624556
Q2 2023,R&D,Chicago,Consulting,311931,820619
Q2 2023,R&D,Chicago,Maintenance,298632,959054
Q2 2023,R&D,Chicago,Software Licenses,337585,1025246
Q2 2023,R&D,Chicago,Healthcare,731023,517104
Q2 2023,R&D,Chicago,Security,23431,923898
Q2 2023,R&D,Chicago,Catering,324825,73156
Q2 2023,R&D,Chicago,Transportation,195555,260725
Q2 2023,R&D,Chicago,Legal Fees,648008,609719
Q2 2023,R&D,Dallas,Salaries,574441,246502
Q2 2023,R&D,Dallas,Office Supplies,269512,797761
Q2 2023,R&D,Dallas,Travel,945928,32975
Q2 2023,R&D,Dallas,Training,899792,437174
Q2 2023,R&D,Dallas,Equipment,177076,834030
Q2 2023,R&D,Dallas,Utilities,220724,341622
Q2 2023,R&D,Dallas,Miscellaneous,900187,511359
Q2 2023,R&D,Dallas,Marketing,582273,1061580
Q2 2023,R&D,Dallas,Consulting,837501,973969
Q2 2023,R&D,Dallas,Maintenance,315470,794626
Q2 2023,R&D,Dallas,Software Licenses,634025,247264
Q2 2023,R&D,Dallas,Healthcare,737421,852046
Q2 2023,R&D,Dallas,Security,679758,1082969
Q2 2023,R&D,Dallas,Catering,754753,960268
Q2 2023,R&D,Dallas,Transportation,51861,209060
Q2 2023,R&D,Dallas,Legal Fees,339041,115864
Q2 2023,R&D,Boston,Salaries,213977,493292
Q2 2023,R&D,Boston,Office Supplies,652406,54165
Q2 2023,R&D,Boston,Travel,856009,918747
Q2 2023,R&D,Boston,Training,722001,207771
Q2 2023,R&D,Boston,Equipment,10078,961969
Q2 2023,R&D,Boston,Utilities,943507,104500
Q2 2023,R&D,Boston,Miscellaneous,325912,360021
Q2 2023,R&D,Boston,Marketing,576335,69047
Q2 2023,R&D,Boston,Consulting,859058,157070
Q2 2023,R&D,Boston,Maintenance,845092,841972
Q2 2023,R&D,Boston,Software Licenses,760746,154360
Q2 2023,R&D,Boston,Healthcare,968290,1007448
Q2 2023,R&D,Boston,Security,396141,181942
Q2 2023,R&D,Boston,Catering,216048,587701
Q2 2023,R&D,Boston,Transportation,761581,374721
Q2 2023,R&D,Boston,Legal Fees,643120,1004439
Q2 2023,R&D,Los Angeles,Salaries,917838,1000805
Q2 2023,R&D,Los Angeles,Office Supplies,650438,47803
Q2 2023,R&D,Los Angeles,Travel,158087,408450
Q2 2023,R&D,Los Angeles,Training,34320,964550
Q2 2023,R&D,Los Angeles,Equipment,328025,709221
Q2 2023,R&D,Los Angeles,Utilities,616115,771248
Q2 2023,R&D,Los Angeles,Miscellaneous,514287,840032
Q2 2023,R&D,Los Angeles,Marketing,365359,792677
Q2 2023,R&D,Los Angeles,Consulting,944793,509324
Q2 2023,R&D,Los Angeles,Maintenance,260931,1080529
Q2 2023,R&D,Los Angeles,Software Licenses,921893,135211
Q2 2023,R&D,Los Angeles,Healthcare,944187,581326
Q2 2023,R&D,Los Angeles,Security,407845,413410
Q2 2023,R&D,Los Angeles,Catering,848982,887904
Q2 2023,R&D,Los Angeles,Transportation,550114,297551
Q2 2023,R&D,Los Angeles,Legal Fees,101734,52855
Q2 2023,R&D,Seattle,Salaries,158702,652466
Q2 2023,R&D,Seattle,Office Supplies,755122,401486
Q2 2023,R&D,Seattle,Travel,178235,326141
Q2 2023,R&D,Seattle,Training,99511,936080
Q2 2023,R&D,Seattle,Equipment,984939,203468
Q2 2023,R&D,Seattle,Utilities,274797,137359
Q2 2023,R&D,Seattle,Miscellaneous,684321,37082
Q2 2023,R&D,Seattle,Marketing,607229,620886
Q2 2023,R&D,Seattle,Consulting,730497,160676
Q2 2023,R&D,Seattle,Maintenance,821094,666075
Q2 2023,R&D,Seattle,Software Licenses,99818,206029
Q2 2023,R&D,Seattle,Healthcare,974950,11347
Q2 2023,R&D,Seattle,Security,153360,1030093
Q2 2023,R&D,Seattle,Catering,778915,63946
Q2 2023,R&D,Seattle,Transportation,620369,632849
Q2 2023,R&D,Seattle,Legal Fees,562165,83770
Q2 2023,R&D,Austin,Salaries,374706,716977
Q2 2023,R&D,Austin,Office Supplies,933817,540507
Q2 2023,R&D,Austin,Travel,212957,1018857
Q2 2023,R&D,Austin,Training,73715,560665
Q2 2023,R&D,Austin,Equipment,142398,1052297
Q2 2023,R&D,Austin,Utilities,635379,922980
Q2 2023,R&D,Austin,Miscellaneous,520052,479977
Q2 2023,R&D,Austin,Marketing,133632,1019025
Q2 2023,R&D,Austin,Consulting,866580,145335
Q2 2023,R&D,Austin,Maintenance,84186,522117
Q2 2023,R&D,Austin,Software Licenses,945249,650622
Q2 2023,R&D,Austin,Healthcare,688250,73628
Q2 2023,R&D,Austin,Security,152094,648737
Q2 2023,R&D,Austin,Catering,911061,1009249
Q2 2023,R&D,Austin,Transportation,971083,55952
Q2 2023,R&D,Austin,Legal Fees,595604,359435
Q2 2023,R&D,Miami,Salaries,29380,224193
Q2 2023,R&D,Miami,Office Supplies,635486,87369
Q2 2023,R&D,Miami,Travel,265500,984931
Q2 2023,R&D,Miami,Training,71326,681932
Q2 2023,R&D,Miami,Equipment,879879,684650
Q2 2023,R&D,Miami,Utilities,640282,123337
Q2 2023,R&D,Miami,Miscellaneous,221971,54606
Q2 2023,R&D,Miami,Marketing,807481,1010865
Q2 2023,R&D,Miami,Consulting,469933,880877
Q2 2023,R&D,Miami,Maintenance,892793,545842
Q2 2023,R&D,Miami,Software Licenses,803514,70637
Q2 2023,R&D,Miami,Healthcare,788093,946224
Q2 2023,R&D,Miami,Security,169484,219611
Q2 2023,R&D,Miami,Catering,790352,639868
Q2 2023,R&D,Miami,Transportation,485410,612169
Q2 2023,R&D,Miami,Legal Fees,770666,1014938
Q2 2023,R&D,Denver,Salaries,978819,992396
Q2 2023,R&D,Denver,Office Supplies,342705,85815
Q2 2023,R&D,Denver,Travel,796378,630075
Q2 2023,R&D,Denver,Training,226314,579421
Q2 2023,R&D,Denver,Equipment,439716,1042480
Q2 2023,R&D,Denver,Utilities,760900,713506
Q2 2023,R&D,Denver,Miscellaneous,803741,651460
Q2 2023,R&D,Denver,Marketing,580518,394322
Q2 2023,R&D,Denver,Consulting,899254,351439
Q2 2023,R&D,Denver,Maintenance,492872,594855
Q2 2023,R&D,Denver,Software Licenses,517998,531424
Q2 2023,R&D,Denver,Healthcare,948531,375144
Q2 2023,R&D,Denver,Security,520984,731326
Q2 2023,R&D,Denver,Catering,466757,755605
Q2 2023,R&D,Denver,Transportation,375484,181689
Q2 2023,R&D,Denver,Legal Fees,509062,296663
Q2 2023,Sales,New York,Salaries,584609,46504
Q2 2023,Sales,New York,Office Supplies,133028,817245
Q2 2023,Sales,New York,Travel,232447,342935
Q2 2023,Sales,New York,Training,861563,227684
Q2 2023,Sales,New York,Equipment,442124,1048440
Q2 2023,Sales,New York,Utilities,996843,924959
Q2 2023,Sales,New York,Miscellaneous,813395,744270
Q2 2023,Sales,New York,Marketing,627045,312867
Q2 2023,Sales,New York,Consulting,433659,79363
Q2 2023,Sales,New York,Maintenance,886691,938043
Q2 2023,Sales,New York,Software Licenses,302207,100504
Q2 2023,Sales,New York,Healthcare,377369,111034
Q2 2023,Sales,New York,Security,379544,37291
Q2 2023,Sales,New York,Catering,343962,751709
Q2 2023,Sales,New York,Transportation,267847,905167
Q2 2023,Sales,New York,Legal Fees,721488,923085
Q2 2023,Sales,San Francisco,Salaries,597387,1069824
Q2 2023,Sales,San Francisco,Office Supplies,420065,505193
Q2 2023,Sales,San Francisco,Travel,688220,284390
Q2 2023,Sales,San Francisco,Training,32585,339523
Q2 2023,Sales,San Francisco,Equipment,416231,741549
Q2 2023,Sales,San Francisco,Utilities,996043,901911
Q2 2023,Sales,San Francisco,Miscellaneous,568873,17901
